ID;EDAD;TRABAJO;ESTADO_CIVIL;EDUCACION;INCUMPLIMIENTO;VIVIENDA;PRESTAMO;TIPO_CONTACTO;PERIODO_AFILIACION;CAMPANA;NRO_DIAS_CONTACTO;CONTACTOS_PREVIOS;RESULT_PREVIO;INGRESO;MONTO_DEUDA;Celular
39934;25;services;single;basic.9y;no;no;no;cellular;202406;1;999;0;nonexistent;13828.9041;30437.32717;957269044
39935;33;management;single;high.school;no;no;no;cellular;202406;1;999;0;nonexistent;13910.9041;33135.22907;900334620
39936;33;admin.;married;high.school;no;no;no;cellular;202406;1;999;0;nonexistent;13797.9041;7903.827818;953233458
39939;47;technician;divorced;professional.course;no;yes;no;cellular;202406;1;999;0;nonexistent;13900.9041;14937.19938;924517413
39940;69;retired;divorced;professional.course;no;no;no;cellular;202406;6;12;2;failure;13729.31952;33567.35452;919183893
39941;37;technician;single;university.degree;no;yes;no;cellular;202406;1;999;2;failure;13519.31952;17158.14478;962921747
39942;23;student;single;basic.6y;no;no;no;cellular;202406;1;14;1;success;13509.31952;8117.362006;989547534
39943;6;technician;married;university.degree;no;no;yes;cellular;202406;1;999;1;failure;13841.31952;15606.67648;942646288
39944;30;technician;married;university.degree;no;no;no;cellular;202406;1;7;1;success;13692.31952;13244.24002;939016699
39945;36;admin.;married;university.degree;no;yes;yes;cellular;202406;1;4;4;success;13738.31952;13600.9558;969732593
39946;53;housemaid;married;high.school;no;yes;no;cellular;202406;6;999;0;nonexistent;13851.31952;29186.14574;912083368
39947;36;unemployed;married;professional.course;no;yes;no;cellular;202406;1;999;0;nonexistent;13826.31952;13709.43018;904536280
39948;80;retired;divorced;basic.4y;no;no;yes;cellular;202406;2;999;0;nonexistent;13737.31952;25506.08344;962399885
39949;37;unemployed;single;university.degree;no;no;no;cellular;202406;2;999;0;nonexistent;13794.31952;10405.46235;952698521
39950;69;retired;divorced;professional.course;no;yes;no;cellular;202406;5;999;0;nonexistent;13828.31952;14729.89682;956760132
39951;27;admin.;single;university.degree;no;yes;no;cellular;202406;2;999;1;failure;13543.31952;24634.26861;944765351
39952;53;management;divorced;university.degree;no;yes;no;cellular;202406;6;999;2;failure;13605.60631;26296.29082;989257499
39953;33;services;married;high.school;no;yes;yes;cellular;202406;1;999;0;nonexistent;13436.60631;28235.93233;907077621
39954;37;unemployed;married;university.degree;unknown;yes;no;cellular;202406;3;3;2;success;13433.60631;18694.46698;990157240
39955;51;admin.;married;university.degree;no;no;no;cellular;202406;4;999;0;nonexistent;13392.60631;29511.80535;933439321
39956;51;admin.;married;university.degree;no;yes;no;cellular;202406;3;10;3;success;13371.60631;32724.45456;946481688
39957;32;technician;married;university.degree;no;no;no;cellular;202406;3;999;1;failure;13436.60631;25852.89537;933737678
39959;51;blue-collar;married;basic.4y;no;no;yes;cellular;202406;1;3;1;success;13563.60631;32502.42388;926069555
39960;34;admin.;single;university.degree;no;yes;no;cellular;202406;1;999;0;nonexistent;13417.60631;9208.615698;954466380
39963;37;self-employed;married;university.degree;no;no;no;cellular;202406;1;999;0;nonexistent;13523.60631;26284.63831;931913223
39967;37;self-employed;married;university.degree;no;no;no;cellular;202406;2;999;0;nonexistent;13419.60631;7941.123719;939087808
39968;68;retired;married;basic.4y;unknown;yes;no;cellular;202406;3;999;0;nonexistent;13679.60631;14115.84966;947919988
39969;37;self-employed;married;university.degree;no;no;no;cellular;202406;4;999;0;nonexistent;13532.60631;19924.52192;957447766
39970;38;technician;single;university.degree;no;yes;no;cellular;202406;6;999;0;nonexistent;13461.60631;31948.15747;925245624
39971;36;management;married;university.degree;no;no;no;cellular;202406;1;999;1;failure;13323.91372;11228.06771;906563794
39972;80;retired;divorced;high.school;no;no;no;cellular;202406;1;999;4;failure;13571.91372;33056.13526;930376231
39973;34;unemployed;single;university.degree;no;no;no;cellular;202406;1;999;0;nonexistent;13391.91372;10520.75956;968204605
39974;50;blue-collar;married;basic.4y;no;no;no;cellular;202406;4;999;1;failure;13462.91372;6413.569066;979820819
39976;76;retired;married;professional.course;unknown;yes;no;cellular;202406;1;9;2;success;13309.91372;8983.458552;936205962
39978;64;retired;married;professional.course;no;no;no;cellular;202406;1;999;3;failure;13468.91372;28378.82047;905628030
39979;27;unemployed;single;basic.4y;no;no;no;cellular;202406;1;999;2;failure;13304.91372;7064.410964;976548851
39981;23;student;single;basic.9y;no;yes;no;cellular;202406;1;6;3;success;13575.91372;14609.16088;932228590
39982;35;admin.;married;university.degree;no;yes;no;cellular;202406;1;5;1;success;13311.91372;28217.29798;991352175
39983;25;student;single;high.school;no;yes;yes;cellular;202406;2;6;3;success;13397.91372;24453.46929;964143261
39986;27;admin.;single;high.school;no;no;no;cellular;202406;2;999;0;nonexistent;13492.91372;12767.00011;954007362
39987;32;management;single;university.degree;no;no;no;cellular;202406;4;999;0;nonexistent;13475.91372;8767.332026;939735395
39989;33;admin.;married;university.degree;no;no;no;cellular;202406;2;999;0;nonexistent;13409.91372;30849.32765;951031956
39990;34;unemployed;single;university.degree;no;yes;no;cellular;202406;2;999;0;nonexistent;13567.91372;8267.715672;919198725
39993;26;admin.;married;high.school;no;no;no;cellular;202406;4;12;3;failure;13199.10495;10937.82592;999886509
39994;27;unknown;single;university.degree;no;yes;no;cellular;202406;4;3;2;success;13473.10495;21990.11517;957555477
39995;52;admin.;married;university.degree;no;yes;no;cellular;202406;2;999;0;nonexistent;13352.10495;8803.210316;923740406
39996;26;admin.;married;high.school;no;no;no;cellular;202406;1;999;0;nonexistent;13357.10495;15904.42628;992715178
39997;30;technician;single;university.degree;no;yes;no;cellular;202406;1;999;2;failure;13464.10495;7231.977421;957568869
39999;33;services;married;high.school;no;yes;no;cellular;202406;2;12;2;success;13521.10495;26417.74292;991171398
40000;56;retired;married;basic.4y;no;yes;no;cellular;202406;2;3;2;success;13294.10495;21432.94704;969938583
40002;80;retired;single;basic.9y;unknown;no;no;cellular;202406;1;999;0;nonexistent;13372.10495;14682.22978;917508917
40004;29;admin.;single;high.school;no;no;no;cellular;202406;5;999;0;nonexistent;13524.10495;9984.947506;970090244
40005;26;admin.;married;high.school;no;yes;yes;cellular;202406;2;999;1;failure;13475.10495;21732.44164;992899107
40006;66;retired;married;basic.4y;no;no;yes;cellular;202406;2;999;0;nonexistent;13301.10495;26392.2513;901637128
40007;31;technician;single;university.degree;no;yes;no;cellular;202406;1;999;0;nonexistent;13428.10495;16506.71769;923698658
40008;52;admin.;married;university.degree;no;yes;yes;cellular;202406;4;999;3;failure;13411.10495;26275.92154;955342839
37889;32;admin.;single;university.degree;no;yes;yes;cellular;202407;2;999;0;nonexistent;12541.71901;15903.66687;900963136
37890;52;admin.;married;unknown;no;no;no;cellular;202407;5;999;0;nonexistent;12307.71901;26614.30283;903508219
37892;32;admin.;single;university.degree;no;yes;no;cellular;202407;2;999;0;nonexistent;12402.71901;27793.17279;925768319
37893;36;admin.;married;university.degree;no;yes;yes;cellular;202407;2;999;0;nonexistent;12293.71901;25598.8166;951725314
37894;52;admin.;married;unknown;no;no;no;cellular;202407;13;14;2;failure;12357.71901;14822.12023;942400669
37895;35;entrepreneur;married;high.school;no;no;no;cellular;202407;2;999;0;nonexistent;12360.71901;11995.08113;985026069
37896;48;technician;married;basic.9y;no;no;no;cellular;202407;3;999;1;failure;12458.71901;9435.175739;959232352
37897;27;management;single;university.degree;no;yes;no;cellular;202407;2;4;2;success;12347.71901;7716.642131;968707370
37899;38;admin.;single;university.degree;no;yes;no;cellular;202407;1;999;0;nonexistent;12309.71901;9377.438446;924832855
37900;28;management;single;university.degree;no;yes;no;cellular;202407;1;999;0;nonexistent;12383.71901;28367.11972;972874454
37901;28;management;single;university.degree;no;yes;no;cellular;202407;1;999;0;nonexistent;12532.71901;27943.32781;996514631
37902;51;blue-collar;married;professional.course;no;yes;no;cellular;202407;1;999;0;nonexistent;12487.71901;14718.85244;966299955
37903;52;technician;married;professional.course;no;yes;yes;cellular;202407;1;999;0;nonexistent;12528.71901;7796.369918;984940645
37904;33;admin.;married;high.school;no;yes;no;cellular;202407;1;999;0;nonexistent;12314.71901;16649.44733;984796189
37905;54;admin.;married;unknown;no;yes;no;cellular;202407;1;999;0;nonexistent;12340.71901;23582.95758;955083936
37907;39;entrepreneur;married;basic.6y;no;yes;no;cellular;202407;2;999;0;nonexistent;12501.71901;10204.52002;926695482
37908;39;entrepreneur;married;basic.6y;no;no;no;cellular;202407;4;16;2;failure;12340.71901;6683.017688;932900910
37910;19;student;single;basic.9y;no;yes;no;cellular;202407;2;999;1;failure;12392.7315;23679.89713;943802546
37911;37;admin.;married;university.degree;no;yes;no;cellular;202407;2;999;0;nonexistent;12408.7315;8113.524443;991571332
37912;34;technician;married;professional.course;no;yes;no;cellular;202407;2;999;0;nonexistent;12494.7315;20144.63509;931161423
37914;40;unemployed;married;university.degree;no;yes;yes;cellular;202407;4;999;0;nonexistent;12545.7315;8346.516073;946662545
37915;34;technician;married;professional.course;no;yes;yes;cellular;202407;3;999;0;nonexistent;12338.7315;17594.53394;991645600
37916;60;unemployed;married;basic.6y;no;yes;no;cellular;202407;1;3;1;success;12603.88084;21480.96615;962254433
37917;18;student;single;unknown;no;no;no;cellular;202407;1;3;1;success;12635.88084;27739.24581;949257929
37918;18;student;single;unknown;no;yes;no;cellular;202407;1;999;0;nonexistent;12409.88084;24159.57265;982301904
37919;25;admin.;single;university.degree;no;yes;no;cellular;202407;1;1;1;success;12517.88084;24347.94939;921787454
37920;26;admin.;single;university.degree;no;yes;no;cellular;202407;1;7;1;success;12743.88084;20485.56733;913738541
37921;72;retired;married;unknown;no;no;no;cellular;202407;1;999;0;nonexistent;12548.88084;31052.93351;994187586
37922;60;management;married;university.degree;no;yes;yes;cellular;202407;1;999;0;nonexistent;12729.88084;11785.50583;929728196
37923;32;admin.; married;university.degree;no;no;no;cellular;202407;1;999;1;failure;12736.88084;8367.017299;994759468
37924;46;technician;married;professional.course;no;yes;yes;cellular;202407;2;999;1;failure;12724.88084;14701.83244;932820801
37925;60;retired;married;professional.course;no;yes;no;cellular;202407;1;999;1;failure;12438.88084;32592.54527;931433593
37926;60;retired;married;professional.course;no;yes;no;cellular;202407;1;3;1;success;12469.88084;7852.250587;955908935
37927;44;admin.;married;university.degree;no;yes;no;cellular;202407;1;999;0;nonexistent;12583.88084;25152.61239;907518147
37928;44;admin.;married;university.degree;no;yes;no;cellular;202407;1;14;1;success;12539.88084;8890.750083;978703448
37929;63;unknown;married;unknown;no;yes;no;cellular;202407;1;999;1;failure;12774.88084;12341.49822;927495225
37932;43;technician;married;high.school;no;yes;yes;cellular;202407;1;3;2;success;12687.88084;7981.341699;918452860
37937;35;services;divorced;high.school;no;yes;no;cellular;202407;2;999;0;nonexistent;12541.34053;13821.43582;920678458
37938;35;admin.;married;university.degree;no;yes;yes;cellular;202407;2;999;0;nonexistent;12544.34053;28450.67082;913758728
37939;61;retired;married;basic.9y;no;yes;yes;cellular;202407;2;999;0;nonexistent;12565.34053;23048.5796;965942553
37940;59;management;married;university.degree;no;yes;no;cellular;202407;2;3;1;success;12876.34053;18003.16766;974667005
37941;38;technician;married;professional.course;no;yes;no;cellular;202407;1;999;0;nonexistent;12515.34053;9260.538459;928527519
37942;51;technician;married;professional.course;no;no;yes;cellular;202407;1;999;0;nonexistent;12492.34053;30817.56851;965302772
37943;53;technician;married;professional.course;no;yes;yes;cellular;202407;1;999;1;failure;12712.34053;17642.10055;963807670
37944;26;management;single;university.degree;no;no;no;cellular;202407;2;999;0;nonexistent;12544.34053;15613.89141;915058541
37945;41;management;married;basic.6y;no;no;no;cellular;202407;1;999;0;nonexistent;12607.34053;13021.60815;975113247
37946;53;technician;married;professional.course;no;yes;no;cellular;202407;1;999;0;nonexistent;12751.34053;26595.73591;980996701
37947;80;retired;married;unknown;no;yes;no;cellular;202407;1;999;0;nonexistent;12706.34053;13164.57549;908813864
37948;45;admin.;single;high.school;no;no;no;cellular;202407;1;999;0;nonexistent;12620.34053;12575.721;945437068
37950;32;admin.;married;university.degree;no;yes;no;cellular;202407;2;999;0;nonexistent;12653.34053;33042.66642;939794692
37951;50;admin.;married;high.school;no;yes;yes;cellular;202407;1;999;0;nonexistent;12721.34053;29195.84717;986412012
37952;76;management;married;unknown;no;no;no;cellular;202407;1;999;0;nonexistent;12843.34053;21330.39868;986690008
37956;18;student;single;unknown;no;yes;no;cellular;202407;1;999;0;nonexistent;12549.34053;33558.32493;906880377
37957;31;admin.;single;university.degree;no;no;no;cellular;202407;3;999;0;nonexistent;12771.34053;19552.18827;923692739
37959;71;retired;married;professional.course;no;no;no;cellular;202407;1;999;0;nonexistent;12495.34053;14915.03492;958283601
37960;63;management;married;unknown;no;yes;no;cellular;202407;2;999;2;failure;12841.34053;29340.88036;970130491
37962;39;technician;married;basic.9y;no;no;no;cellular;202407;2;999;1;failure;12848.34053;33223.8733;986226699
37963;46;admin.;married;high.school;no;yes;yes;cellular;202407;3;999;0;nonexistent;12753.34053;26302.61456;950969019
37964;55;admin.;single;university.degree;no;yes;no;cellular;202407;2;999;0;nonexistent;12532.34053;9244.785982;980422478
37965;47;admin.;married;university.degree;no;no;no;cellular;202407;3;999;1;failure;12505.34053;31070.028;956817231
37968;28;admin.;married;university.degree;no;yes;yes;cellular;202407;3;999;1;failure;12642.31278;6748.458259;911741397
37969;45;housemaid;singgle ;basic.4y;no;no;no;cellular;202407;4;999;0;nonexistent;12882.31278;8664.691937;943040001
37970;59;admin.;married;unknown;no;yes;yes;cellular;202407;3;3;1;success;12831.31278;32780.82688;924134742
37971;61;retired;married;university.degree;no;no;no;cellular;202407;1;3;2;success;12930.31278;26614.39086;974453712
37974;41;admin.;married;university.degree;no;yes;no;cellular;202407;1;999;0;nonexistent;12643.31278;28888.35094;993326581
37975;30;management;married;university.degree;no;yes;no;cellular;202407;1;999;1;failure;12792.31278;16297.12471;967290351
37976;48;technician;married;professional.course;no;yes;no;cellular;202407;1;999;0;nonexistent;12852.31278;20850.35175;953553692
37977;41;admin.;married;university.degree;no;no;no;cellular;202407;3;999;0;nonexistent;12668.31278;27193.11692;958290196
37978;54;technician;married;professional.course;no;no;no;cellular;202407;1;999;0;nonexistent;12898.31278;10340.01249;965152507
37979;54;technician;married;professional.course;no;yes;no;cellular;202407;1;999;0;nonexistent;12963.31278;17237.17238;937278801
37980;25;blue-collar;single;basic.9y;no;no;no;cellular;202407;1;999;2;failure;12725.31278;25931.81454;935533832
37981;28;technician;married;high.school;no;yes;no;cellular;202407;1;4;1;success;12963.31278;25979.17992;956796595
37983;52;technician;married;professional.course;no;yes;yes;cellular;202407;1;999;1;failure;12988.31278;31582.47291;908836530
37985;45;admin.;married;university.degree;no;no;no;cellular;202407;1;999;0;nonexistent;12858.31278;15925.95368;948211607
37986;61;retired;married;university.degree;no;no;no;cellular;202407;1;999;0;nonexistent;12857.31278;13408.01426;918029055
37987;25;self-employed;single;university.degree;no;yes;no;cellular;202407;1;999;0;nonexistent;12965.31278;12398.91503;981943099
37989;28;services;single;university.degree;no;yes;no;cellular;202407;1;999;0;nonexistent;12888.31278;9981.237759;990736941
37991;46;blue-collar;married;professional.course;no;no;no;cellular;202407;2;999;0;nonexistent;12679.31278;30318.08572;918731008
37992;39;admin.;married;university.degree;no;no;no;cellular;202407;2;999;0;nonexistent;12829.31278;13377.41173;949667232
37993;30;admin.;single;university.degree;no;no;no;cellular;202407;6;999;0;nonexistent;12693.31278;14920.14232;927778346
37994;68;retired;married;basic.4y;no;no;no;cellular;202407;1;999;1;failure;12863.1828;17948.92778;923352328
37995;30;self-employed;single;university.degree;no;yes;no;cellular;202407;1;999;0;nonexistent;12984.1828;24177.1101;919007178
37996;43;technician;married;professional.course;no;no;no;cellular;202407;1;999;0;nonexistent;12851.1828;21937.19778;983182050
37997;49;admin.;married;high.school;no;no;no;cellular;202407;1;3;1;success;13052.1828;22196.44216;912258274
37998;71;retired;married;basic.4y;no;yes;no;cellular;202407;1;999;0;nonexistent;12802.1828;18213.60635;907865862
37999;66;management;divorced;university.degree;no;no;no;cellular;202407;1;1;1;success;12944.1828;30630.26038;926389604
38000;76;retired;divorced;basic.4y;no;no;no;cellular;202407;1;999;0;nonexistent;12885.1828;17075.40006;906991668
38001;39;self-employed;divorced;high.school;no;no;no;cellular;202407;1;3;1;success;12916.1828;15230.45447;999617886
38003;29;self-employed;single;university.degree;no;yes;no;cellular;202407;2;999;0;nonexistent;13144.1828;12775.46949;916396859
38004;63;retired;married;unknown;no;yes;yes;cellular;202407;1;999;1;failure;13007.1828;11394.05224;973526784
38005;43;technician;married;high.school;no;yes;no;cellular;202407;1;3;1;success;12885.1828;32705.95366;974136984
38010;18;student;single;unknown;no;no;no;cellular;202407;2;999;0;nonexistent;12974.1828;21011.14308;989157932
38012;35;services;married;high.school;no;no;no;cellular;202407;2;3;1;success;12861.1828;25838.43296;916904652
38013;34;technician;married;professional.course;no;yes;yes;cellular;202407;2;999;0;nonexistent;13028.1828;10014.33824;945194533
38014;53;technician;married;unknown;no;no;no;cellular;202407;2;999;0;nonexistent;13172.89868;7965.240939;942139827
38016;69;retired;married;basic.9y;no;yes;no;cellular;202407;1;5;1;success;13050.89868;28460.60566;972842693
38018;58;retired;married;basic.4y;no;no;no;cellular;202407;1;999;0;nonexistent;12997.89868;32090.98857;903966465
38019;36;services;married;high.school;no;yes;yes;cellular;202407;3;999;0;nonexistent;12886.89868;7421.460095;941930564
38021;78;unknown;married;unknown;no;yes;no;cellular;202407;1;999;1;failure;13089.89868;15473.58041;999659097
38023;80;retired;married;university.degree;no;yes;yes;cellular;202407;1;999;2;failure;12944.89868;29132.71275;901791137
38025;27;admin.;single;university.degree;no;yes;yes;cellular;202407;1;999;0;nonexistent;13020.89868;11410.47873;938805831
38028;32;self-employed;single;university.degree;no;yes;no;cellular;202407;1;999;0;nonexistent;13057.89868;25773.60576;968610729
38029;62;retired;married;university.degree;no;no;no;cellular;202407;1;999;0;nonexistent;12892.89868;18860.46985;972745730
38030;29;admin.;single;university.degree;no;yes;no;cellular;202407;2;999;1;failure;13154.89868;10316.78306;978926346
38031;58;housemaid;divorced;basic.4y;no;yes;yes;cellular;202407;1;999;0;nonexistent;13144.89868;33651.1847;903951020
38032;32;student;married;high.school;no;no;no;cellular;202407;5;999;0;nonexistent;13171.89868;29622.18382;945102950
38034;76;retired;married;basic.4y;no;yes;no;cellular;202407;2;3;1;success;13172.89868;31211.30942;911078644
38035;56;admin.;married;university.degree;no;yes;no;cellular;202407;2;3;2;success;13104.60127;12302.22375;983304927
38037;42;management;married;basic.6y;no;yes;no;cellular;202407;3;999;0;nonexistent;12961.60127;15065.74241;982264312
38038;25;admin.;single;high.school;no;no;no;cellular;202407;1;3;1;success;12979.60127;21328.13366;935837582
38039;59;management;married;unknown;no;yes;no;cellular;202407;1;999;0;nonexistent;12990.60127;12354.75893;939136952
38040;56;admin.;married;high.school;no;no;no;cellular;202407;1;999;0;nonexistent;13111.60127;33074.03838;919541475
38042;31;technician;married;professional.course;no;yes;no;cellular;202407;4;999;0;nonexistent;13248.0319;10752.2517;937904527
38043;69;retired;married;high.school;no;no;no;cellular;202407;3;999;0;nonexistent;13089.0319;15086.2584;919251169
38044;69;retired;married;university.degree;no;yes;no;cellular;202407;8;999;0;nonexistent;13278.0319;23809.8824;984238777
38045;57;management;married;basic.4y;no;yes;no;cellular;202407;2;999;1;failure;13275.0319;9732.377948;906698749
38047;34;admin.;single;university.degree;no;no;no;cellular;202407;3;3;2;success;13325.0319;25842.23507;989004501
38048;49;admin.;divorced;university.degree;no;yes;no;cellular;202407;3;3;1;success;13154.0319;19596.66169;919560470
38050;36;admin.;single;university.degree;no;yes;no;cellular;202407;1;999;1;failure;13259.0319;26058.74633;981407402
38051;36;admin.;married;university.degree;no;yes;no;cellular;202407;1;999;0;nonexistent;13252.0319;29038.28275;991633522
38052;43;admin.;single;high.school;no;yes;no;cellular;202407;1;999;0;nonexistent;13030.0319;7204.523805;931802852
38054;28;admin.;single;university.degree;no;yes;no;cellular;202407;1;1;3;success;13153.0319;11294.16223;992901621
38055;73;retired;married;basic.4y;no;yes;no;cellular;202407;2;999;0;nonexistent;13412.0319;20427.26355;901005596
38056;40;unemployed;married;professional.course;no;no;yes;cellular;202407;1;999;0;nonexistent;13177.0319;7184.305372;988730045
38057;38;admin.;single;high.school;no;yes;no;cellular;202407;1;999;1;failure;13196.0319;17955.89974;903249860
38058;31;admin.;single;high.school;no;yes;no;cellular;202407;1;999;0;nonexistent;13275.0319;32968.40598;975833809
38059;36;admin.;single;university.degree;no;yes;no;cellular;202407;2;999;0;nonexistent;13296.0319;15392.79387;924640751
38060;69;retired;married;high.school;no;no;no;cellular;202407;1;999;0;nonexistent;13123.0319;17666.92825;905620896
38061;71;retired;married;unknown;no;yes;no;cellular;202407;4;999;0;nonexistent;13414.0319;32218.85868;917690682
38063;40;unemployed;married;professional.course;no;yes;no;cellular;202407;3;999;0;nonexistent;13125.0319;16158.17836;932120676
38064;47;management;married;university.degree;no;yes;no;cellular;202407;1;3;2;success;13403.53256;25036.89259;965762840
38065;30;self-employed;married;university.degree;no;yes;no;cellular;202407;2;999;0;nonexistent;13443.53256;14624.39489;979363376
38067;39;admin.;married;high.school;no;no;no;cellular;202407;2;999;0;nonexistent;13437.53256;6410.226623;922172100
38069;46;unemployed;married;university.degree;no;yes;yes;cellular;202407;1;999;0;nonexistent;13079.53256;32372.02406;968758858
38071;62;entrepreneur;married;university.degree;no;yes;no;cellular;202407;1;999;0;nonexistent;13329.854;18423.92797;938485588
38072;70;retired;married;basic.4y;no;no;no;cellular;202407;1;3;2;success;13288.854;24372.13061;907523097
38073;59;retired;married;basic.4y;no;yes;no;cellular;202407;1;999;0;nonexistent;13363.854;27306.40918;988920589
38074;49;blue-collar;married;basic.4y;no;yes;no;cellular;202407;2;999;0;nonexistent;13147.854;32044.6276;967335207
38075;70;admin.;married;basic.4y;no;no;no;cellular;202407;1;999;2;failure;13400.854;25826.92868;917030534
38076;29;admin.;single;high.school;no;yes;no;cellular;202407;2;3;1;success;13356.854;33374.83506;995191260
38078;24;technician;married;university.degree;no;yes;yes;cellular;202407;2;3;1;success;13339.854;8079.881991;933952365
38082;70;admin.;married;basic.4y;no;yes;yes;cellular;202407;1;3;1;success;13297.854;18528.90588;954461138
38083;24;admin.;single;university.degree;no;no;no;cellular;202407;1;3;1;success;13451.854;30671.97198;971734952
38084;53;technician;married;professional.course;no;no;no;cellular;202407;1;999;1;failure;13196.854;27663.29573;947472879
38085;53;technician;married;professional.course;no;no;no;cellular;202407;1;3;1;success;13165.854;10064.78674;900265948
38086;66;admin.;married;university.degree;no;no;no;cellular;202407;1;999;0;nonexistent;13139.854;6696.924726;994123170
38087;69;unknown;married;university.degree;no;yes;yes;cellular;202407;2;3;1;success;13118.854;28771.59755;919403582
38088;47;admin.;divorced;high.school;no;yes;no;cellular;202407;1;3;1;success;13263.854;33506.28435;921967554
38089;70;admin.;married;basic.4y;no;no;no;cellular;202407;1;3;1;success;13295.854;7758.502742;983867375
38090;38;admin.;single;university.degree;unknown;yes;no;cellular;202407;1;3;1;success;13172.64001;23013.87078;967507335
38094;49;unemployed;married;high.school;no;yes;no;cellular;202407;1;999;0;nonexistent;13393.64001;11417.00796;918157610
38095;32;technician;married;university.degree;no;no;no;cellular;202407;3;999;0;nonexistent;13311.64001;24957.27558;909536670
38097;49;unemployed;married;high.school;no;no;no;cellular;202407;1;999;0;nonexistent;13194.64001;22159.89741;944742438
38099;51;unemployed;married;high.school;no;yes;no;cellular;202407;2;999;0;nonexistent;13328.64001;14986.85665;959935271
38101;50;blue-collar;married;basic.6y;no;yes;no;cellular;202407;3;999;1;failure;13384.64001;32681.49915;981332368
38102;63;retired;married;professional.course;no;no;no;cellular;202407;3;999;1;failure;13474.64001;24649.3828;984310607
38104;36;admin.;married;high.school;no;yes;no;cellular;202407;1;999;0;nonexistent;13363.61811;21040.54272;955249908
38106;46;self-employed;divorced;high.school;no;no;no;cellular;202407;2;999;1;failure;13615.15665;29957.73948;949415312
38107;56;unemployed;married;professional.course;no;no;no;cellular;202407;3;6;1;success;13558.15665;33074.67871;910049726
38108;52;admin.;married;university.degree;no;no;no;cellular;202407;2;999;0;nonexistent;13344.15665;12101.72358;937609343
38109;56;unemployed;married;professional.course;no;no;no;cellular;202407;1;999;2;failure;13349.15665;12380.89388;944364827
38110;37;technician;married;university.degree;no;yes;no;cellular;202407;1;3;2;success;13479.49958;29462.41539;912895156
38112;60;self-employed;divorced;university.degree;no;no;no;cellular;202407;1;3;1;success;13655.49958;20271.22065;965397938
38113;47;admin.;divorced;high.school;no;yes;no;cellular;202407;1;999;1;failure;13543.49958;17660.73315;926097091
38114;44;technician;married;professional.course;no;yes;no;cellular;202407;1;4;1;success;13657.49958;28794.24913;978970629
38115;22;services;single;professional.course;no;yes;yes;cellular;202407;1;3;2;success;13702.49958;13445.1047;943687997
38116;22;services;single;professional.course;no;yes;yes;cellular;202407;1;999;0;nonexistent;13476.49958;32919.07027;966025569
38117;50;technician;married;university.degree;no;yes;yes;cellular;202407;2;999;0;nonexistent;13509.90524;22962.97661;923788601
38118;63;housemaid;married;basic.4y;no;yes;no;cellular;202407;1;3;1;success;13703.90524;23125.36143;962723520
38119;35;technician;married;university.degree;no;yes;yes;cellular;202407;3;999;0;nonexistent;13737.17479;20636.99926;916871652
38120;60;retired;divorced;professional.course;no;yes;no;cellular;202407;1;999;2;failure;13608.17479;18276.34519;900249150
38122;33;technician;single;basic.9y;no;no;no;cellular;202407;2;999;0;nonexistent;13894.68666;30054.786;994483871
38123;54;blue-collar;married;basic.4y;no;no;no;cellular;202407;2;999;1;failure;13695.68666;19247.14737;937269678
38124;53;admin.;divorced;university.degree;no;yes;yes;cellular;202407;2;999;1;failure;13862.68666;15762.2927;935957586
38126;70;retired;married;high.school;no;yes;no;cellular;202407;1;999;0;nonexistent;13761.68666;27551.32084;936695459
38127;61;management;married;university.degree;no;no;no;cellular;202407;1;999;0;nonexistent;13897.68666;7108.756162;916907434
38128;70;retired;divorced;university.degree;no;yes;no;cellular;202407;1;999;0;nonexistent;13785.68666;11414.0858;946422937
38129;68;retired;single;university.degree;no;yes;no;cellular;202407;1;3;1;success;13783.68666;7099.710739;966592128
38130;70;retired;divorced;university.degree;no;no;no;cellular;202407;2;999;0;nonexistent;13927.68666;8563.929574;985615683
38132;33;technician;single;basic.9y;no;yes;no;cellular;202407;1;999;0;nonexistent;13969.68666;26681.09057;924364738
38134;53;blue-collar;married;basic.4y;no;yes;no;cellular;202407;1;999;0;nonexistent;13723.68666;10275.11784;990947858
38135;62;self-employed;married;university.degree;unknown;no;no;cellular;202407;1;999;0;nonexistent;13928.68666;14569.71755;947028077
38136;62;self-employed;married;university.degree;unknown;yes;no;cellular;202407;1;999;0;nonexistent;13956.68666;8276.238277;962705159
38137;80;retired;married;basic.4y;no;yes;no;cellular;202407;1;999;0;nonexistent;13788.68666;33150.13475;939302008
38139;30;admin.;married;university.degree;no;no;no;cellular;202407;2;6;1;success;13921.4124;28186.07387;941484650
38142;43;services;married;basic.6y;no;no;no;cellular;202407;1;999;1;failure;13760.54273;22328.44008;969833118
38143;43;services;married;basic.6y;no;yes;no;cellular;202407;1;999;0;nonexistent;13449.54273;18599.22049;984322622
38144;30;unemployed;single;high.school;no;yes;no;cellular;202407;1;999;1;failure;13817.54273;32484.38307;904158428
38145;70;housemaid;divorced;basic.4y;no;no;no;cellular;202407;1;999;1;failure;13640.54273;26514.84648;904189326
38146;70;housemaid;divorced;basic.4y;no;yes;no;cellular;202407;1;999;0;nonexistent;13715.54273;6951.549678;913258070
38147;56;management;divorced;university.degree;no;no;no;cellular;202407;1;999;1;failure;13520.54273;29327.75309;929072730
